geoid,cr_geoid,name,original_id,pop100,hu100,state_place_fips
421010256001002,1151,East Mount Airy,,98,57,4260000
421010256001003,1151,East Mount Airy,,139,19,4260000
421010256001004,1151,East Mount Airy,,80,34,4260000
421010256001005,1151,East Mount Airy,,85,34,4260000
421010256001006,1151,East Mount Airy,,108,52,4260000
421010256001007,1151,East Mount Airy,,65,32,4260000
421010256001008,1151,East Mount Airy,,157,60,4260000
421010256001009,1151,East Mount Airy,,82,32,4260000
421010256001010,1151,East Mount Airy,,23,10,4260000
421010256001011,1151,East Mount Airy,,92,40,4260000
421010256001012,1151,East Mount Airy,,69,29,4260000
421010256002000,1151,East Mount Airy,,193,94,4260000
421010256002001,1151,East Mount Airy,,57,27,4260000
421010256002002,1151,East Mount Airy,,31,15,4260000
421010256002003,1151,East Mount Airy,,37,16,4260000
421010256002004,1151,East Mount Airy,,42,26,4260000
421010256002005,1151,East Mount Airy,,244,115,4260000
421010256002006,1151,East Mount Airy,,159,41,4260000
421010256003000,1151,East Mount Airy,,0,0,4260000
421010256003001,1151,East Mount Airy,,75,31,4260000
421010256003002,1151,East Mount Airy,,40,17,4260000
421010256003003,1151,East Mount Airy,,83,38,4260000
421010256003004,1151,East Mount Airy,,269,139,4260000
421010256003005,1151,East Mount Airy,,0,0,4260000
421010256003006,1151,East Mount Airy,,0,0,4260000
421010256003007,1151,East Mount Airy,,171,83,4260000
421010256003008,1151,East Mount Airy,,112,54,4260000
421010256003009,1151,East Mount Airy,,140,59,4260000
421010389001000,1151,East Mount Airy,,0,0,4260000
421010389002000,1151,East Mount Airy,,90,40,4260000
421010389002001,1151,East Mount Airy,,88,35,4260000
421010389002002,1151,East Mount Airy,,192,102,4260000
421010389002003,1151,East Mount Airy,,76,52,4260000
421010389002004,1151,East Mount Airy,,52,25,4260000
421010389002005,1151,East Mount Airy,,0,0,4260000
421010389002006,1151,East Mount Airy,,91,36,4260000
421010389002007,1151,East Mount Airy,,84,36,4260000
421010389002008,1151,East Mount Airy,,74,36,4260000
421010389002009,1151,East Mount Airy,,81,36,4260000
421010389002010,1151,East Mount Airy,,49,20,4260000
421010389002011,1151,East Mount Airy,,56,20,4260000
421010389002012,1151,East Mount Airy,,51,24,4260000
421010389002013,1151,East Mount Airy,,52,23,4260000
421010389003000,1151,East Mount Airy,,86,36,4260000
421010389003001,1151,East Mount Airy,,100,68,4260000
421010389003002,1151,East Mount Airy,,55,31,4260000
421010389003003,1151,East Mount Airy,,66,31,4260000
421010389003004,1151,East Mount Airy,,271,148,4260000
421010389003005,1151,East Mount Airy,,71,30,4260000
421010389003006,1151,East Mount Airy,,127,62,4260000
421010389003007,1151,East Mount Airy,,118,57,4260000
421010389003008,1151,East Mount Airy,,34,16,4260000
421010389003009,1151,East Mount Airy,,62,32,4260000
421010093001000,1279,Dunlap,,24,7,4260000
421010093001001,1279,Dunlap,,184,88,4260000
421010093001002,1279,Dunlap,,73,26,4260000
421010093001003,1279,Dunlap,,74,30,4260000
421010093001004,1279,Dunlap,,123,56,4260000
421010093001005,1279,Dunlap,,129,55,4260000
421010093001006,1279,Dunlap,,34,14,4260000
421010093002000,1279,Dunlap,,91,76,4260000
421010093002001,1279,Dunlap,,154,131,4260000
421010093002002,1279,Dunlap,,119,59,4260000
421010093002003,1279,Dunlap,,103,60,4260000
421010093002004,1279,Dunlap,,228,78,4260000
421010093002005,1279,Dunlap,,142,85,4260000
421010093003000,1279,Dunlap,,28,19,4260000
421010093003001,1279,Dunlap,,139,71,4260000
421010093003002,1279,Dunlap,,124,84,4260000
421010093003003,1279,Dunlap,,72,51,4260000
421010093003004,1279,Dunlap,,112,48,4260000
421010093003005,1279,Dunlap,,85,92,4260000
421010093003006,1279,Dunlap,,99,49,4260000
421010093005000,1279,Dunlap,,99,45,4260000
421010272002008,1153,Olney,,0,0,4260000
421010273001000,1153,Olney,,0,0,4260000
421010273001001,1153,Olney,,0,0,4260000
421010273001002,1153,Olney,,0,0,4260000
421010273001003,1153,Olney,,0,0,4260000
421010273001004,1153,Olney,,0,0,4260000
421010273001005,1153,Olney,,0,0,4260000
421010273001006,1153,Olney,,0,0,4260000
421010273001010,1153,Olney,,74,30,4260000
421010273001011,1153,Olney,,159,51,4260000
421010273001012,1153,Olney,,124,44,4260000
421010273001013,1153,Olney,,126,44,4260000
421010273001014,1153,Olney,,160,59,4260000
421010273001015,1153,Olney,,178,57,4260000
421010273001016,1153,Olney,,149,58,4260000
421010273001017,1153,Olney,,184,53,4260000
421010273001018,1153,Olney,,173,57,4260000
421010273001019,1153,Olney,,138,42,4260000
421010273002000,1153,Olney,,170,83,4260000
421010273002001,1153,Olney,,0,0,4260000
421010273002002,1153,Olney,,0,0,4260000
421010273002003,1153,Olney,,85,24,4260000
421010273002004,1153,Olney,,98,37,4260000
421010273002005,1153,Olney,,151,52,4260000
421010273002006,1153,Olney,,145,58,4260000
421010273002007,1153,Olney,,267,74,4260000
421010273002008,1153,Olney,,191,65,4260000
421010273003000,1153,Olney,,368,201,4260000
421010273003001,1153,Olney,,0,0,4260000
421010273003002,1153,Olney,,0,0,4260000
421010273003003,1153,Olney,,162,51,4260000
421010273003004,1153,Olney,,210,63,4260000
421010273003005,1153,Olney,,124,58,4260000
421010273003006,1153,Olney,,155,53,4260000
421010273003007,1153,Olney,,153,49,4260000
421010273004000,1153,Olney,,181,64,4260000
421010273004001,1153,Olney,,196,73,4260000
421010273004002,1153,Olney,,185,63,4260000
421010273004003,1153,Olney,,202,68,4260000
421010273004004,1153,Olney,,221,68,4260000
421010273004005,1153,Olney,,189,64,4260000
421010273005000,1153,Olney,,275,84,4260000
421010273005001,1153,Olney,,124,49,4260000
421010273005002,1153,Olney,,159,56,4260000
421010273005003,1153,Olney,,205,65,4260000
421010273005004,1153,Olney,,185,67,4260000
421010273005005,1153,Olney,,203,74,4260000
421010274011000,1153,Olney,,293,97,4260000
421010274011001,1153,Olney,,11,0,4260000
421010274011002,1153,Olney,,148,60,4260000
421010274011003,1153,Olney,,154,50,4260000
421010274011004,1153,Olney,,162,61,4260000
421010274011005,1153,Olney,,206,62,4260000
421010274011006,1153,Olney,,195,63,4260000
421010274011007,1153,Olney,,102,43,4260000
421010274011008,1153,Olney,,199,64,4260000
421010274012000,1153,Olney,,186,63,4260000
421010274012001,1153,Olney,,219,68,4260000
421010274012002,1153,Olney,,0,0,4260000
421010274012003,1153,Olney,,128,58,4260000
421010274012004,1153,Olney,,200,66,4260000
421010274012005,1153,Olney,,124,47,4260000
421010274012006,1153,Olney,,127,43,4260000
421010274012007,1153,Olney,,86,27,4260000
421010274012008,1153,Olney,,71,32,4260000
421010274013000,1153,Olney,,158,65,4260000
421010274013001,1153,Olney,,133,52,4260000
421010274013002,1153,Olney,,108,56,4260000
421010274013003,1153,Olney,,76,25,4260000
421010274013004,1153,Olney,,112,37,4260000
421010274013005,1153,Olney,,88,35,4260000
421010274013006,1153,Olney,,39,18,4260000
421010274013007,1153,Olney,,132,45,4260000
421010274021000,1153,Olney,,186,68,4260000
421010274021001,1153,Olney,,185,67,4260000
421010274021002,1153,Olney,,177,68,4260000
421010274021003,1153,Olney,,160,55,4260000
421010274021004,1153,Olney,,73,31,4260000
421010274021005,1153,Olney,,104,32,4260000
421010274021006,1153,Olney,,91,32,4260000
421010274021007,1153,Olney,,197,63,4260000
421010274021008,1153,Olney,,199,62,4260000
421010274022000,1153,Olney,,152,50,4260000
421010274022001,1153,Olney,,77,22,4260000
421010274022002,1153,Olney,,173,56,4260000
421010274022003,1153,Olney,,150,61,4260000
421010274022004,1153,Olney,,37,14,4260000
421010274022005,1153,Olney,,62,22,4260000
421010274022006,1153,Olney,,45,15,4260000
421010274022007,1153,Olney,,109,49,4260000
421010274022008,1153,Olney,,14,10,4260000
421010274022009,1153,Olney,,71,23,4260000
421010274022010,1153,Olney,,85,33,4260000
421010274023000,1153,Olney,,12,4,4260000
421010274023001,1153,Olney,,78,28,4260000
421010274023002,1153,Olney,,156,48,4260000
421010274023003,1153,Olney,,106,59,4260000
421010274023004,1153,Olney,,158,55,4260000
421010274023005,1153,Olney,,195,69,4260000
421010274023006,1153,Olney,,117,45,4260000
421010274023007,1153,Olney,,131,49,4260000
421010274023008,1153,Olney,,101,40,4260000
421010274024000,1153,Olney,,169,56,4260000
421010274024001,1153,Olney,,211,76,4260000
421010274024002,1153,Olney,,230,80,4260000
421010274024003,1153,Olney,,166,50,4260000
421010274024004,1153,Olney,,152,45,4260000
421010274024005,1153,Olney,,233,83,4260000
421010274024006,1153,Olney,,293,90,4260000
421010274024007,1153,Olney,,95,32,4260000
421010274024008,1153,Olney,,131,38,4260000
421010274024009,1153,Olney,,83,34,4260000
421010274024010,1153,Olney,,29,9,4260000
421010274024011,1153,Olney,,125,52,4260000
421010274025000,1153,Olney,,221,71,4260000
421010274025001,1153,Olney,,211,70,4260000
421010274025002,1153,Olney,,103,34,4260000
421010274025003,1153,Olney,,74,29,4260000
421010274025004,1153,Olney,,220,74,4260000
421010274025005,1153,Olney,,177,69,4260000
421010274025006,1153,Olney,,185,67,4260000
421010274025007,1153,Olney,,216,75,4260000
421010274025008,1153,Olney,,75,29,4260000
421010275001000,1153,Olney,,78,35,4260000
421010275001001,1153,Olney,,152,56,4260000
421010275001002,1153,Olney,,310,122,4260000
421010275001003,1153,Olney,,135,52,4260000
421010275001004,1153,Olney,,113,44,4260000
421010275001005,1153,Olney,,141,51,4260000
421010275001006,1153,Olney,,154,58,4260000
421010275001007,1153,Olney,,155,55,4260000
421010275001008,1153,Olney,,106,36,4260000
421010275001009,1153,Olney,,88,39,4260000
421010275002000,1153,Olney,,161,61,4260000
421010275002001,1153,Olney,,164,72,4260000
421010275002002,1153,Olney,,213,83,4260000
421010275002003,1153,Olney,,193,66,4260000
421010275002004,1153,Olney,,147,56,4260000
421010275002005,1153,Olney,,178,62,4260000
421010275002006,1153,Olney,,93,41,4260000
421010275002007,1153,Olney,,61,23,4260000
421010275002008,1153,Olney,,76,30,4260000
421010275003000,1153,Olney,,48,21,4260000
421010275003001,1153,Olney,,112,39,4260000
421010275003002,1153,Olney,,132,40,4260000
421010275003003,1153,Olney,,115,43,4260000
421010275003004,1153,Olney,,43,20,4260000
421010275003005,1153,Olney,,70,23,4260000
421010275003006,1153,Olney,,233,70,4260000
421010275003007,1153,Olney,,139,64,4260000
421010275004000,1153,Olney,,221,84,4260000
421010275004001,1153,Olney,,214,68,4260000
421010275004002,1153,Olney,,114,33,4260000
421010275004003,1153,Olney,,85,30,4260000
421010275004004,1153,Olney,,132,47,4260000
421010275004005,1153,Olney,,113,42,4260000
421010282002000,1153,Olney,,0,0,4260000
421010282002002,1153,Olney,,0,0,4260000
421010282002003,1153,Olney,,0,0,4260000
421010282002006,1153,Olney,,193,59,4260000
421010282002007,1153,Olney,,0,0,4260000
421010282002008,1153,Olney,,164,61,4260000
421010282002015,1153,Olney,,103,27,4260000
421010282002016,1153,Olney,,95,32,4260000
421010282002017,1153,Olney,,126,45,4260000
421010282002018,1153,Olney,,107,41,4260000
421010282002019,1153,Olney,,69,24,4260000
421010282002020,1153,Olney,,0,0,4260000
421010284001000,1153,Olney,,183,67,4260000
421010284001005,1153,Olney,,204,69,4260000
421010284001006,1153,Olney,,181,64,4260000
421010284001007,1153,Olney,,136,50,4260000
421010284002000,1153,Olney,,88,28,4260000
421010284002001,1153,Olney,,196,64,4260000
421010284002002,1153,Olney,,189,64,4260000
421010284002003,1153,Olney,,182,69,4260000
421010284003000,1153,Olney,,42,18,4260000
421010284003001,1153,Olney,,124,50,4260000
421010284003002,1153,Olney,,106,42,4260000
421010284003003,1153,Olney,,177,57,4260000
421010284003004,1153,Olney,,198,69,4260000
421010284003009,1153,Olney,,1,1,4260000
421010284003010,1153,Olney,,0,0,4260000
421010284003011,1153,Olney,,9,5,4260000
421010284003012,1153,Olney,,0,0,4260000
421010284003013,1153,Olney,,0,0,4260000
421010284003014,1153,Olney,,0,0,4260000
421010284003015,1153,Olney,,0,0,4260000
421010284004000,1153,Olney,,0,0,4260000
421010284004003,1153,Olney,,0,1,4260000
421010284004004,1153,Olney,,0,0,4260000
421010284004005,1153,Olney,,0,0,4260000
421010284004006,1153,Olney,,0,0,4260000
421010284004007,1153,Olney,,0,0,4260000
421010284004008,1153,Olney,,0,0,4260000
421010284004012,1153,Olney,,0,0,4260000
421010284004013,1153,Olney,,0,0,4260000
421010284004014,1153,Olney,,0,0,4260000
421010284004015,1153,Olney,,0,0,4260000
421010284004016,1153,Olney,,0,0,4260000
421010284004023,1153,Olney,,0,0,4260000
421010285001000,1153,Olney,,94,27,4260000
421010285001001,1153,Olney,,166,48,4260000
421010285001002,1153,Olney,,221,76,4260000
421010285001003,1153,Olney,,261,94,4260000
421010285001004,1153,Olney,,274,152,4260000
421010285001005,1153,Olney,,187,59,4260000
421010285001006,1153,Olney,,215,77,4260000
421010285001007,1153,Olney,,153,58,4260000
421010285001008,1153,Olney,,59,17,4260000
421010285001009,1153,Olney,,0,0,4260000
421010285001010,1153,Olney,,49,16,4260000
421010285001011,1153,Olney,,124,47,4260000
421010285001012,1153,Olney,,96,32,4260000
421010285001013,1153,Olney,,71,25,4260000
421010285001014,1153,Olney,,131,57,4260000
421010285001015,1153,Olney,,3,2,4260000
421010285001016,1153,Olney,,0,0,4260000
421010285001017,1153,Olney,,0,0,4260000
421010285001018,1153,Olney,,93,38,4260000
421010285001019,1153,Olney,,123,44,4260000
421010285001020,1153,Olney,,55,18,4260000
421010285001022,1153,Olney,,0,0,4260000
421010286001000,1153,Olney,,71,28,4260000
421010286001001,1153,Olney,,42,15,4260000
421010286001002,1153,Olney,,90,26,4260000
421010286001003,1153,Olney,,137,39,4260000
421010286001004,1153,Olney,,69,21,4260000
421010286001005,1153,Olney,,202,66,4260000
421010286001006,1153,Olney,,115,36,4260000
421010286001007,1153,Olney,,0,0,4260000
421010286001008,1153,Olney,,70,25,4260000
421010286001009,1153,Olney,,99,38,4260000
421010286001010,1153,Olney,,0,0,4260000
421010286001011,1153,Olney,,28,11,4260000
421010286001012,1153,Olney,,129,42,4260000
421010286001013,1153,Olney,,7,4,4260000
421010286001014,1153,Olney,,36,10,4260000
421010286001015,1153,Olney,,198,67,4260000
421010286001016,1153,Olney,,213,65,4260000
421010286001017,1153,Olney,,68,23,4260000
421010286001018,1153,Olney,,31,12,4260000
421010286001019,1153,Olney,,122,52,4260000
421010286001020,1153,Olney,,0,0,4260000
421010286001023,1153,Olney,,0,0,4260000
421010286001024,1153,Olney,,0,0,4260000
421010286001025,1153,Olney,,0,0,4260000
421010286002000,1153,Olney,,252,68,4260000
421010286002001,1153,Olney,,124,39,4260000
421010286002002,1153,Olney,,0,0,4260000
421010286002003,1153,Olney,,201,68,4260000
421010286002004,1153,Olney,,15,6,4260000
421010286002005,1153,Olney,,3,1,4260000
421010286002006,1153,Olney,,61,21,4260000
421010286002007,1153,Olney,,0,0,4260000
421010286002011,1153,Olney,,0,0,4260000
421010286002012,1153,Olney,,8,1,4260000
421010286002013,1153,Olney,,128,38,4260000
421010286002014,1153,Olney,,123,40,4260000
421010286002015,1153,Olney,,178,61,4260000
421010286003000,1153,Olney,,184,71,4260000
421010286003001,1153,Olney,,108,38,4260000
421010286003002,1153,Olney,,195,63,4260000
421010286003003,1153,Olney,,133,60,4260000
421010286003004,1153,Olney,,193,55,4260000
421010286003005,1153,Olney,,91,29,4260000
421010286003006,1153,Olney,,183,65,4260000
421010286004000,1153,Olney,,93,34,4260000
421010286004001,1153,Olney,,76,35,4260000
421010286004002,1153,Olney,,162,59,4260000
421010286004003,1153,Olney,,205,68,4260000
421010286004004,1153,Olney,,105,33,4260000
421010286004005,1153,Olney,,200,68,4260000
421010286004006,1153,Olney,,111,43,4260000
421010286005000,1153,Olney,,0,0,4260000
421010286005001,1153,Olney,,46,20,4260000
421010286005002,1153,Olney,,102,39,4260000
421010286005003,1153,Olney,,129,39,4260000
421010286005004,1153,Olney,,96,31,4260000
421010286005005,1153,Olney,,209,65,4260000
421010286005006,1153,Olney,,146,52,4260000
421010286005007,1153,Olney,,95,31,4260000
421010286006000,1153,Olney,,270,82,4260000
421010286006001,1153,Olney,,82,30,4260000
421010286006002,1153,Olney,,99,25,4260000
421010286006003,1153,Olney,,153,54,4260000
421010286006004,1153,Olney,,159,45,4260000
421010286006005,1153,Olney,,150,49,4260000
421010286006006,1153,Olney,,276,87,4260000
421010286006007,1153,Olney,,253,82,4260000
421010287001005,1153,Olney,,0,0,4260000
421010290001001,1153,Olney,,0,0,4260000
421010290001002,1153,Olney,,0,0,4260000
421010290001003,1153,Olney,,0,0,4260000
421010290001004,1153,Olney,,169,54,4260000
421010290001005,1153,Olney,,135,46,4260000
421010290001006,1153,Olney,,277,82,4260000
421010290001007,1153,Olney,,73,25,4260000
421010290001008,1153,Olney,,189,63,4260000
421010290002000,1153,Olney,,148,43,4260000
421010290002001,1153,Olney,,321,129,4260000
421010290002002,1153,Olney,,69,35,4260000
421010290002003,1153,Olney,,156,58,4260000
421010290002004,1153,Olney,,174,56,4260000
421010290002005,1153,Olney,,183,54,4260000
421010290002006,1153,Olney,,308,99,4260000
421010290002007,1153,Olney,,0,0,4260000
421010290002009,1153,Olney,,0,0,4260000
421010290002010,1153,Olney,,0,0,4260000
421010290002011,1153,Olney,,0,0,4260000
421010290002012,1153,Olney,,154,50,4260000
421010290002013,1153,Olney,,9,5,4260000
421010290002017,1153,Olney,,0,0,4260000
421010290002019,1153,Olney,,173,57,4260000
421010290003000,1153,Olney,,63,51,4260000
421010290003001,1153,Olney,,110,38,4260000
421010290003002,1153,Olney,,74,27,4260000
421010290003003,1153,Olney,,113,41,4260000
421010290003004,1153,Olney,,63,25,4260000
421010290003005,1153,Olney,,35,14,4260000
421010290003006,1153,Olney,,60,22,4260000
421010290003007,1153,Olney,,35,19,4260000
421010290003008,1153,Olney,,87,27,4260000
421010290003009,1153,Olney,,34,9,4260000
421010290003010,1153,Olney,,80,32,4260000
421010290003011,1153,Olney,,0,0,4260000
421010290003012,1153,Olney,,173,62,4260000
421010290003013,1153,Olney,,96,33,4260000
421010290003014,1153,Olney,,85,32,4260000
421010290003015,1153,Olney,,175,59,4260000
421010290003016,1153,Olney,,75,25,4260000
421010290003017,1153,Olney,,0,0,4260000
421010290003018,1153,Olney,,186,65,4260000
421010290003019,1153,Olney,,137,59,4260000
421010290003020,1153,Olney,,0,0,4260000
421010290003022,1153,Olney,,0,0,4260000
421010290004000,1153,Olney,,206,70,4260000
421010290004001,1153,Olney,,142,45,4260000
421010290004002,1153,Olney,,262,85,4260000
421010290004003,1153,Olney,,146,44,4260000
421010290004004,1153,Olney,,141,44,4260000
421010290004005,1153,Olney,,198,74,4260000
421010290004006,1153,Olney,,0,0,4260000
421010290004007,1153,Olney,,0,0,4260000
421010290004008,1153,Olney,,495,180,4260000
421010290004009,1153,Olney,,351,112,4260000
421010290004010,1153,Olney,,0,0,4260000
421010290004013,1153,Olney,,0,0,4260000
421010290004014,1153,Olney,,0,0,4260000
421010290004015,1153,Olney,,0,0,4260000
421010337022008,1154,Pennypack Park,,0,0,4260000
421010345011004,1154,Pennypack Park,,0,0,4260000
421010347012004,1154,Pennypack Park,,369,140,4260000
421010347012009,1154,Pennypack Park,,0,0,4260000
421010347012010,1154,Pennypack Park,,0,0,4260000
421010347012011,1154,Pennypack Park,,0,0,4260000
421010347012013,1154,Pennypack Park,,0,0,4260000
421010347023002,1154,Pennypack Park,,0,0,4260000
421019802001000,1154,Pennypack Park,,25,8,4260000
421019802001001,1154,Pennypack Park,,65,22,4260000
421019802001002,1154,Pennypack Park,,33,11,4260000
421019802001003,1154,Pennypack Park,,5,1,4260000
421019802001004,1154,Pennypack Park,,0,0,4260000
421019802001005,1154,Pennypack Park,,0,0,4260000
421019802001006,1154,Pennypack Park,,0,0,4260000
421019802001007,1154,Pennypack Park,,0,0,4260000
421019802001008,1154,Pennypack Park,,0,0,4260000
421019802001009,1154,Pennypack Park,,6,3,4260000
421019802001010,1154,Pennypack Park,,0,0,4260000
421019802001011,1154,Pennypack Park,,0,0,4260000
421019802001012,1154,Pennypack Park,,2,2,4260000
421019802001013,1154,Pennypack Park,,0,0,4260000
421019802001014,1154,Pennypack Park,,0,0,4260000
421019802001015,1154,Pennypack Park,,0,0,4260000
421019802001016,1154,Pennypack Park,,0,0,4260000
421019802001017,1154,Pennypack Park,,0,0,4260000
421019802001018,1154,Pennypack Park,,0,0,4260000
421019802001019,1154,Pennypack Park,,0,0,4260000
421019802001021,1154,Pennypack Park,,0,0,4260000
421019802001022,1154,Pennypack Park,,0,0,4260000
421019802001023,1154,Pennypack Park,,0,0,4260000
421019802001024,1154,Pennypack Park,,0,0,4260000
421019802001027,1154,Pennypack Park,,0,0,4260000
421019802001028,1154,Pennypack Park,,0,0,4260000
421019802001029,1154,Pennypack Park,,0,0,4260000
421019802001030,1154,Pennypack Park,,0,0,4260000
421019802001031,1154,Pennypack Park,,0,0,4260000
421019802001032,1154,Pennypack Park,,0,0,4260000
421019802001033,1154,Pennypack Park,,0,0,4260000
421019802001034,1154,Pennypack Park,,0,0,4260000
421019802001035,1154,Pennypack Park,,0,0,4260000
421019802001036,1154,Pennypack Park,,0,0,4260000
421019802001037,1154,Pennypack Park,,0,0,4260000
421019802001038,1154,Pennypack Park,,0,0,4260000
421019802001039,1154,Pennypack Park,,0,0,4260000
421019802001040,1154,Pennypack Park,,0,0,4260000
421019802001041,1154,Pennypack Park,,0,0,4260000
421019802001042,1154,Pennypack Park,,0,0,4260000
421019802001043,1154,Pennypack Park,,0,0,4260000
421019802001044,1154,Pennypack Park,,38,0,4260000
421019802001045,1154,Pennypack Park,,0,0,4260000
421019802001046,1154,Pennypack Park,,2,1,4260000
421019802001047,1154,Pennypack Park,,296,0,4260000
421019802001048,1154,Pennypack Park,,0,0,4260000
421019802001049,1154,Pennypack Park,,0,0,4260000
421019802001050,1154,Pennypack Park,,0,0,4260000
421019802001051,1154,Pennypack Park,,0,0,4260000
421019802001052,1154,Pennypack Park,,0,0,4260000
421019802001053,1154,Pennypack Park,,0,0,4260000
421019802001054,1154,Pennypack Park,,0,0,4260000
421019802001055,1154,Pennypack Park,,0,0,4260000
421019802001056,1154,Pennypack Park,,0,0,4260000
421019802001057,1154,Pennypack Park,,0,0,4260000
421019802001058,1154,Pennypack Park,,0,0,4260000
421019802001059,1154,Pennypack Park,,0,0,4260000
421019802001060,1154,Pennypack Park,,0,0,4260000
421019802001061,1154,Pennypack Park,,2,1,4260000
421019802001063,1154,Pennypack Park,,0,0,4260000
421019802001064,1154,Pennypack Park,,0,0,4260000
421019802001065,1154,Pennypack Park,,0,0,4260000
421019802001066,1154,Pennypack Park,,0,0,4260000
421019802001067,1154,Pennypack Park,,0,0,4260000
421019802001068,1154,Pennypack Park,,0,0,4260000
421019802001069,1154,Pennypack Park,,0,0,4260000
421019802001070,1154,Pennypack Park,,0,0,4260000
421019802001071,1154,Pennypack Park,,0,0,4260000
421019802001072,1154,Pennypack Park,,0,0,4260000
421019802001074,1154,Pennypack Park,,0,0,4260000
421019802001075,1154,Pennypack Park,,0,0,4260000
421019802001076,1154,Pennypack Park,,0,0,4260000
421019802001077,1154,Pennypack Park,,0,0,4260000
421019802001078,1154,Pennypack Park,,0,0,4260000
421010357011000,1155,Somerton,,310,117,4260000
421010357011001,1155,Somerton,,237,107,4260000
421010357011002,1155,Somerton,,207,68,4260000
421010357011003,1155,Somerton,,231,118,4260000
421010357011004,1155,Somerton,,105,44,4260000
421010357011005,1155,Somerton,,115,41,4260000
421010357011006,1155,Somerton,,123,53,4260000
421010357011007,1155,Somerton,,414,252,4260000
421010357011008,1155,Somerton,,0,0,4260000
421010357011009,1155,Somerton,,210,91,4260000
421010357011010,1155,Somerton,,140,48,4260000
421010357011011,1155,Somerton,,141,73,4260000
421010357011012,1155,Somerton,,177,92,4260000
421010357012000,1155,Somerton,,474,185,4260000
421010357012001,1155,Somerton,,552,253,4260000
421010357012002,1155,Somerton,,342,128,4260000
421010357012003,1155,Somerton,,39,16,4260000
421010357012004,1155,Somerton,,128,42,4260000
421010357012005,1155,Somerton,,159,49,4260000
421010357012006,1155,Somerton,,220,91,4260000
421010357012007,1155,Somerton,,99,44,4260000
421010357012008,1155,Somerton,,3,2,4260000
421010357012009,1155,Somerton,,45,13,4260000
421010357012010,1155,Somerton,,274,80,4260000
421010357021000,1155,Somerton,,1130,477,4260000
421010357021001,1155,Somerton,,0,0,4260000
421010357021002,1155,Somerton,,0,0,4260000
421010357021003,1155,Somerton,,0,0,4260000
421010357021004,1155,Somerton,,0,0,4260000
421010357021005,1155,Somerton,,270,109,4260000
421010357021006,1155,Somerton,,65,18,4260000
421010357021007,1155,Somerton,,0,0,4260000
421010357021008,1155,Somerton,,97,33,4260000
421010357021009,1155,Somerton,,135,52,4260000
421010357022000,1155,Somerton,,226,98,4260000
421010357022001,1155,Somerton,,668,297,4260000
421010357022002,1155,Somerton,,156,75,4260000
421010357022003,1155,Somerton,,563,244,4260000
421010357022004,1155,Somerton,,684,251,4260000
421010357022005,1155,Somerton,,107,40,4260000
421010357022006,1155,Somerton,,254,103,4260000
421010357022007,1155,Somerton,,50,24,4260000
421010357022008,1155,Somerton,,0,0,4260000
421010358001000,1155,Somerton,,378,168,4260000
421010358001001,1155,Somerton,,100,34,4260000
421010358001002,1155,Somerton,,56,18,4260000
421010358001003,1155,Somerton,,66,21,4260000
421010358001004,1155,Somerton,,63,19,4260000
421010358001005,1155,Somerton,,175,64,4260000
421010358001006,1155,Somerton,,22,9,4260000
421010358001007,1155,Somerton,,194,60,4260000
421010358001008,1155,Somerton,,112,39,4260000
421010358001009,1155,Somerton,,271,103,4260000
421010358001010,1155,Somerton,,82,29,4260000
421010358001011,1155,Somerton,,96,41,4260000
421010358001012,1155,Somerton,,81,40,4260000
421010358001013,1155,Somerton,,67,28,4260000
421010358001014,1155,Somerton,,60,22,4260000
421010358001015,1155,Somerton,,68,28,4260000
421010358001016,1155,Somerton,,62,25,4260000
421010358001017,1155,Somerton,,60,28,4260000
421010358001018,1155,Somerton,,69,28,4260000
421010358001019,1155,Somerton,,71,23,4260000
421010358001020,1155,Somerton,,83,46,4260000
421010358001021,1155,Somerton,,214,115,4260000
421010358001022,1155,Somerton,,0,0,4260000
421010358001023,1155,Somerton,,29,8,4260000
421010358001024,1155,Somerton,,48,21,4260000
421010358001025,1155,Somerton,,94,36,4260000
421010358001026,1155,Somerton,,64,26,4260000
421010358001027,1155,Somerton,,53,28,4260000
421010358001028,1155,Somerton,,84,33,4260000
421010358001029,1155,Somerton,,0,0,4260000
421010358002000,1155,Somerton,,290,176,4260000
421010358002001,1155,Somerton,,0,0,4260000
421010358002002,1155,Somerton,,242,84,4260000
421010358002003,1155,Somerton,,0,0,4260000
421010358002004,1155,Somerton,,117,34,4260000
421010358002005,1155,Somerton,,82,31,4260000
421010358002006,1155,Somerton,,0,0,4260000
421010358002007,1155,Somerton,,57,17,4260000
421010358002008,1155,Somerton,,41,18,4260000
421010358002009,1155,Somerton,,79,28,4260000
421010358002010,1155,Somerton,,159,58,4260000
421010358002011,1155,Somerton,,148,53,4260000
421010358002012,1155,Somerton,,129,47,4260000
421010358002013,1155,Somerton,,0,0,4260000
421010358002014,1155,Somerton,,139,91,4260000
421010358003000,1155,Somerton,,436,156,4260000
421010358003001,1155,Somerton,,38,12,4260000
421010358003002,1155,Somerton,,72,21,4260000
421010358003003,1155,Somerton,,58,24,4260000
421010358003004,1155,Somerton,,253,90,4260000
421010358003005,1155,Somerton,,178,64,4260000
421010358003006,1155,Somerton,,316,103,4260000
421010358003007,1155,Somerton,,209,68,4260000
421010358003008,1155,Somerton,,83,32,4260000
